location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T01:00:00+05:45,27.712463,85.315704,pm25,µg/m³,34.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T02:00:00+05:45,27.712463,85.315704,pm25,µg/m³,33.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T03:00:00+05:45,27.712463,85.315704,pm25,µg/m³,26.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T01:00:00+05:45,27.712463,85.315704,o3,ppm,0.013
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T02:00:00+05:45,27.712463,85.315704,o3,ppm,0.01
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T04:00:00+05:45,27.712463,85.315704,pm25,µg/m³,26.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T05:00:00+05:45,27.712463,85.315704,pm25,µg/m³,32.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T06:00:00+05:45,27.712463,85.315704,pm25,µg/m³,32.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T07:00:00+05:45,27.712463,85.315704,pm25,µg/m³,34.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T08:00:00+05:45,27.712463,85.315704,pm25,µg/m³,39.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T09:00:00+05:45,27.712463,85.315704,pm25,µg/m³,32.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T03:00:00+05:45,27.712463,85.315704,o3,ppm,0.012
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T04:00:00+05:45,27.712463,85.315704,o3,ppm,0.012
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T10:00:00+05:45,27.712463,85.315704,pm25,µg/m³,32.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T11:00:00+05:45,27.712463,85.315704,pm25,µg/m³,28.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T05:00:00+05:45,27.712463,85.315704,o3,ppm,0.006
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T12:00:00+05:45,27.712463,85.315704,pm25,µg/m³,15.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T06:00:00+05:45,27.712463,85.315704,o3,ppm,0.006
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T07:00:00+05:45,27.712463,85.315704,o3,ppm,0.012
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T13:00:00+05:45,27.712463,85.315704,pm25,µg/m³,15.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T14:00:00+05:45,27.712463,85.315704,pm25,µg/m³,12.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T15:00:00+05:45,27.712463,85.315704,pm25,µg/m³,12.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T16:00:00+05:45,27.712463,85.315704,pm25,µg/m³,19.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T08:00:00+05:45,27.712463,85.315704,o3,ppm,0.027
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T09:00:00+05:45,27.712463,85.315704,o3,ppm,0.055
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T10:00:00+05:45,27.712463,85.315704,o3,ppm,0.055
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T11:00:00+05:45,27.712463,85.315704,o3,ppm,0.057
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T12:00:00+05:45,27.712463,85.315704,o3,ppm,0.044
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T13:00:00+05:45,27.712463,85.315704,o3,ppm,0.044
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T14:00:00+05:45,27.712463,85.315704,o3,ppm,0.042
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T15:00:00+05:45,27.712463,85.315704,o3,ppm,0.046
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T17:00:00+05:45,27.712463,85.315704,pm25,µg/m³,19.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T16:00:00+05:45,27.712463,85.315704,o3,ppm,0.051
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T18:00:00+05:45,27.712463,85.315704,pm25,µg/m³,19.0
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T19:00:00+05:45,27.712463,85.315704,pm25,µg/m³,20.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T17:00:00+05:45,27.712463,85.315704,o3,ppm,0.051
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T20:00:00+05:45,27.712463,85.315704,pm25,µg/m³,36.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T18:00:00+05:45,27.712463,85.315704,o3,ppm,0.051
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T19:00:00+05:45,27.712463,85.315704,o3,ppm,0.049
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T21:00:00+05:45,27.712463,85.315704,pm25,µg/m³,34.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T20:00:00+05:45,27.712463,85.315704,o3,ppm,0.046
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T21:00:00+05:45,27.712463,85.315704,o3,ppm,0.046
3460,7711,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T22:00:00+05:45,27.712463,85.315704,pm25,µg/m³,40.0
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T22:00:00+05:45,27.712463,85.315704,o3,ppm,0.021
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-15T23:00:00+05:45,27.712463,85.315704,o3,ppm,0.021
3460,7712,US Diplomatic Post: Phora Durbar Kathmandu-3460,2021-05-16T00:00:00+05:45,27.712463,85.315704,o3,ppm,0.008
